,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,source,target
0,21672,79321,0.0811138014527845,0.09927360774818401,0.026634382566585957,0.3283582089552239,3.3076082999635967,0.01858192285819815,1.3410815173527038,WHITE SPOT RED CERAMIC DRAWER KNOB,CHILLI LIGHTS
1,79321,21672,0.09927360774818401,0.0811138014527845,0.026634382566585957,0.2682926829268293,3.3076082999635967,0.01858192285819815,1.255811138014528,CHILLI LIGHTS,WHITE SPOT RED CERAMIC DRAWER KNOB
2,15056BL,15056N,0.05811138014527845,0.06900726392251816,0.024213075060532687,0.41666666666666663,6.038011695906432,0.020202967713945676,1.5959875475613974,EDWARDIAN PARASOL BLACK,EDWARDIAN PARASOL NATURAL
3,15056N,15056BL,0.06900726392251816,0.05811138014527845,0.024213075060532687,0.3508771929824561,6.038011695906432,0.020202967713945676,1.4510176035599762,EDWARDIAN PARASOL NATURAL,EDWARDIAN PARASOL BLACK
4,21672,21934,0.0811138014527845,0.05569007263922518,0.020581113801452784,0.2537313432835821,4.556132381570409,0.016063880306503527,1.2653753026634382,WHITE SPOT RED CERAMIC DRAWER KNOB,SKULL SHOULDER BAG
5,21934,21672,0.05569007263922518,0.0811138014527845,0.020581113801452784,0.3695652173913044,4.556132381570409,0.016063880306503527,1.4575436252817904,SKULL SHOULDER BAG,WHITE SPOT RED CERAMIC DRAWER KNOB
6,21934,79321,0.05569007263922518,0.09927360774818401,0.020581113801452784,0.3695652173913044,3.7226935312831393,0.015052559374798468,1.428738415295984,SKULL SHOULDER BAG,CHILLI LIGHTS
7,79321,21934,0.09927360774818401,0.05569007263922518,0.020581113801452784,0.20731707317073172,3.7226935312831393,0.015052559374798468,1.1912832929782082,CHILLI LIGHTS,SKULL SHOULDER BAG
8,22355,79321,0.06900726392251816,0.09927360774818401,0.03389830508474576,0.4912280701754386,4.948224219084296,0.027047705034326283,1.7703932537363278,CHARLOTTE BAG SUKI DESIGN,CHILLI LIGHTS
9,79321,22355,0.09927360774818401,0.06900726392251816,0.03389830508474576,0.34146341463414637,4.948224219084296,0.027047705034326283,1.41372971033988,CHILLI LIGHTS,CHARLOTTE BAG SUKI DESIGN
10,21672,22355,0.0811138014527845,0.06900726392251816,0.023002421307506054,0.2835820895522388,4.109452736318408,0.017404979802895015,1.2995106941081518,WHITE SPOT RED CERAMIC DRAWER KNOB,CHARLOTTE BAG SUKI DESIGN
11,22355,21672,0.06900726392251816,0.0811138014527845,0.023002421307506054,0.33333333333333337,4.109452736318408,0.017404979802895015,1.3783292978208235,CHARLOTTE BAG SUKI DESIGN,WHITE SPOT RED CERAMIC DRAWER KNOB
12,22355,20727,0.06900726392251816,0.09322033898305085,0.024213075060532687,0.3508771929824561,3.7639553429027113,0.017780194525382688,1.396930829134219,CHARLOTTE BAG SUKI DESIGN,LUNCH BAG  BLACK SKULL.
13,20727,22355,0.09322033898305085,0.06900726392251816,0.024213075060532687,0.2597402597402597,3.763955342902711,0.017780194525382688,1.2576568539994053,LUNCH BAG  BLACK SKULL.,CHARLOTTE BAG SUKI DESIGN
14,22355,21975,0.06900726392251816,0.07869249394673124,0.026634382566585957,0.3859649122807018,4.90472334682861,0.02120402886808271,1.500415081286752,CHARLOTTE BAG SUKI DESIGN,PACK OF 60 DINOSAUR CAKE CASES
