,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,source,target
0,85099B,85123A,0.11994453431938988,0.1125491102380402,0.0201063092211694,0.1676300578034682,1.4893947846316364,0.006606658605605994,1.0661736383945766,JUMBO BAG RED RETROSPOT,CREAM HANGING HEART T-LIGHT HOLDER
1,85123A,85099B,0.1125491102380402,0.11994453431938988,0.0201063092211694,0.17864476386036962,1.4893947846316364,0.006606658605605994,1.0714675294661429,CREAM HANGING HEART T-LIGHT HOLDER,JUMBO BAG RED RETROSPOT
2,22726,22727,0.0623988906863878,0.06678992373468916,0.04206147446267622,0.674074074074074,10.092451621171344,0.03789385731260317,2.863258188541294,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED 
3,22727,22726,0.06678992373468916,0.0623988906863878,0.04206147446267622,0.629757785467128,10.092451621171344,0.03789385731260317,2.5323992578657375,ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE GREEN
4,22728,22727,0.043217009475387105,0.06678992373468916,0.027732840305061242,0.641711229946524,9.60790481653498,0.024846379538158797,2.604631108382285,ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED 
5,22727,22728,0.06678992373468916,0.043217009475387105,0.027732840305061242,0.41522491349480967,9.607904816534981,0.024846379538158797,1.6361555281752254,ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE PINK
6,22728,22726,0.043217009475387105,0.0623988906863878,0.024266235266928587,0.5614973262032086,8.998514557338087,0.02156954181688132,2.138187895629823,ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE GREEN
7,22726,22728,0.0623988906863878,0.043217009475387105,0.024266235266928587,0.3888888888888889,8.998514557338087,0.02156954181688132,1.5656448935857301,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE PINK
8,82482,82494L,0.05246128957707419,0.053847931592327244,0.03096833834065172,0.5903083700440528,10.96250779905844,0.028143406408260158,2.309424941167115,WOODEN PICTURE FRAME WHITE FINISH,WOODEN FRAME ANTIQUE WHITE 
9,82494L,82482,0.053847931592327244,0.05246128957707419,0.03096833834065172,0.575107296137339,10.96250779905844,0.028143406408260158,2.2300658538236533,WOODEN FRAME ANTIQUE WHITE ,WOODEN PICTURE FRAME WHITE FINISH
