,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,source,target
0,22470,22469,0.09523809523809523,0.09523809523809523,0.06190476190476191,0.65,6.825,0.05283446712018141,2.5850340136054424,HEART OF WICKER LARGE,HEART OF WICKER SMALL
1,22469,22470,0.09523809523809523,0.09523809523809523,0.06190476190476191,0.65,6.825,0.05283446712018141,2.5850340136054424,HEART OF WICKER SMALL,HEART OF WICKER LARGE
2,85123A,22470,0.10952380952380952,0.09523809523809523,0.06666666666666667,0.6086956521739131,6.391304347826088,0.05623582766439909,2.3121693121693125,CREAM HANGING HEART T-LIGHT HOLDER,HEART OF WICKER LARGE
3,22470,85123A,0.09523809523809523,0.10952380952380952,0.06666666666666667,0.7000000000000001,6.391304347826088,0.05623582766439909,2.968253968253969,HEART OF WICKER LARGE,CREAM HANGING HEART T-LIGHT HOLDER
4,82484,22189,0.10952380952380952,0.12380952380952381,0.08571428571428572,0.782608695652174,6.321070234113712,0.07215419501133787,4.030476190476191,WOOD BLACK BOARD ANT WHITE FINISH,CREAM HEART CARD HOLDER
5,22189,82484,0.12380952380952381,0.10952380952380952,0.08571428571428572,0.6923076923076923,6.321070234113712,0.07215419501133787,2.8940476190476185,CREAM HEART CARD HOLDER,WOOD BLACK BOARD ANT WHITE FINISH
6,22188,82484,0.09047619047619047,0.10952380952380952,0.08095238095238096,0.8947368421052633,8.16933638443936,0.07104308390022676,8.459523809523818,BLACK HEART CARD HOLDER,WOOD BLACK BOARD ANT WHITE FINISH
7,82484,22188,0.10952380952380952,0.09047619047619047,0.08095238095238096,0.7391304347826088,8.16933638443936,0.07104308390022676,3.4865079365079374,WOOD BLACK BOARD ANT WHITE FINISH,BLACK HEART CARD HOLDER
8,22188,22189,0.09047619047619047,0.12380952380952381,0.07142857142857142,0.7894736842105263,6.376518218623482,0.06022675736961451,4.161904761904762,BLACK HEART CARD HOLDER,CREAM HEART CARD HOLDER
9,22189,22188,0.12380952380952381,0.09047619047619047,0.07142857142857142,0.5769230769230769,6.376518218623481,0.06022675736961451,2.1497835497835496,CREAM HEART CARD HOLDER,BLACK HEART CARD HOLDER
10,22558,21212,0.11428571428571428,0.1523809523809524,0.0761904761904762,0.6666666666666667,4.375,0.058775510204081644,2.5428571428571436,CLOTHES PEGS RETROSPOT PACK 24 ,PACK OF 72 RETROSPOT CAKE CASES
11,21212,22558,0.1523809523809524,0.11428571428571428,0.0761904761904762,0.5,4.375,0.058775510204081644,1.7714285714285714,PACK OF 72 RETROSPOT CAKE CASES,CLOTHES PEGS RETROSPOT PACK 24 
12,20719,22558,0.11904761904761904,0.11428571428571428,0.07142857142857142,0.6,5.25,0.057823129251700675,2.214285714285714,WOODLAND CHARLOTTE BAG,CLOTHES PEGS RETROSPOT PACK 24 
13,22558,20719,0.11428571428571428,0.11904761904761904,0.07142857142857142,0.625,5.25,0.057823129251700675,2.3492063492063493,CLOTHES PEGS RETROSPOT PACK 24 ,WOODLAND CHARLOTTE BAG
14,21731,22558,0.12857142857142856,0.11428571428571428,0.06190476190476191,0.48148148148148157,4.212962962962964,0.0472108843537415,1.708163265306123,RED TOADSTOOL LED NIGHT LIGHT,CLOTHES PEGS RETROSPOT PACK 24 
15,22558,21731,0.11428571428571428,0.12857142857142856,0.06190476190476191,0.5416666666666667,4.212962962962964,0.0472108843537415,1.9012987012987017,CLOTHES PEGS RETROSPOT PACK 24 ,RED TOADSTOOL LED NIGHT LIGHT
16,22356,22558,0.11904761904761904,0.11428571428571428,0.06666666666666667,0.56,4.9,0.053061224489795916,2.012987012987013,CHARLOTTE BAG PINK POLKADOT,CLOTHES PEGS RETROSPOT PACK 24 
17,22558,22356,0.11428571428571428,0.11904761904761904,0.06666666666666667,0.5833333333333334,4.9,0.053061224489795916,2.1142857142857143,CLOTHES PEGS RETROSPOT PACK 24 ,CHARLOTTE BAG PINK POLKADOT
18,20724,22558,0.12380952380952381,0.11428571428571428,0.06190476190476191,0.5,4.375,0.04775510204081633,1.7714285714285714,RED RETROSPOT CHARLOTTE BAG,CLOTHES PEGS RETROSPOT PACK 24 
19,22558,20724,0.11428571428571428,0.12380952380952381,0.06190476190476191,0.5416666666666667,4.375000000000001,0.04775510204081633,1.9116883116883119,CLOTHES PEGS RETROSPOT PACK 24 ,RED RETROSPOT CHARLOTTE BAG
20,20725,22558,0.12380952380952381,0.11428571428571428,0.06190476190476191,0.5,4.375,0.04775510204081633,1.7714285714285714,LUNCH BAG RED RETROSPOT,CLOTHES PEGS RETROSPOT PACK 24 
21,22558,20725,0.11428571428571428,0.12380952380952381,0.06190476190476191,0.5416666666666667,4.375000000000001,0.04775510204081633,1.9116883116883119,CLOTHES PEGS RETROSPOT PACK 24 ,LUNCH BAG RED RETROSPOT
22,22961,22666,0.10952380952380952,0.12857142857142856,0.0761904761904762,0.6956521739130436,5.410628019323672,0.06210884353741497,2.86326530612245,JAM MAKING SET PRINTED,RECIPE BOX PANTRY YELLOW DESIGN
23,22666,22961,0.12857142857142856,0.10952380952380952,0.0761904761904762,0.5925925925925927,5.410628019323672,0.06210884353741497,2.185714285714286,RECIPE BOX PANTRY YELLOW DESIGN,JAM MAKING SET PRINTED
24,22960,22961,0.16666666666666666,0.10952380952380952,0.0761904761904762,0.4571428571428572,4.173913043478262,0.057936507936507946,1.6403508771929824,JAM MAKING SET WITH JARS,JAM MAKING SET PRINTED
25,22961,22960,0.10952380952380952,0.16666666666666666,0.0761904761904762,0.6956521739130436,4.173913043478262,0.057936507936507946,2.738095238095239,JAM MAKING SET PRINTED,JAM MAKING SET WITH JARS
26,22356,22961,0.11904761904761904,0.10952380952380952,0.07142857142857142,0.6,5.478260869565217,0.05839002267573696,2.226190476190476,CHARLOTTE BAG PINK POLKADOT,JAM MAKING SET PRINTED
27,22961,22356,0.10952380952380952,0.11904761904761904,0.07142857142857142,0.6521739130434783,5.478260869565218,0.05839002267573696,2.5327380952380953,JAM MAKING SET PRINTED,CHARLOTTE BAG PINK POLKADOT
28,22961,21080,0.10952380952380952,0.10952380952380952,0.06666666666666667,0.6086956521739131,5.557655954631381,0.054671201814058955,2.2756613756613757,JAM MAKING SET PRINTED,SET/20 RED RETROSPOT PAPER NAPKINS 
29,21080,22961,0.10952380952380952,0.10952380952380952,0.06666666666666667,0.6086956521739131,5.557655954631381,0.054671201814058955,2.2756613756613757,SET/20 RED RETROSPOT PAPER NAPKINS ,JAM MAKING SET PRINTED
30,22961,21212,0.10952380952380952,0.1523809523809524,0.06666666666666667,0.6086956521739131,3.994565217391304,0.049977324263038546,2.166137566137566,JAM MAKING SET PRINTED,PACK OF 72 RETROSPOT CAKE CASES
31,21212,22961,0.1523809523809524,0.10952380952380952,0.06666666666666667,0.43749999999999994,3.9945652173913038,0.049977324263038546,1.583068783068783,PACK OF 72 RETROSPOT CAKE CASES,JAM MAKING SET PRINTED
32,22961,22630,0.10952380952380952,0.17142857142857143,0.06190476190476191,0.5652173913043479,3.2971014492753628,0.04312925170068027,1.905714285714286,JAM MAKING SET PRINTED,DOLLY GIRL LUNCH BOX
33,22630,22961,0.17142857142857143,0.10952380952380952,0.06190476190476191,0.3611111111111111,3.2971014492753623,0.04312925170068027,1.3937888198757764,DOLLY GIRL LUNCH BOX,JAM MAKING SET PRINTED
34,22961,22993,0.10952380952380952,0.11904761904761904,0.06666666666666667,0.6086956521739131,5.11304347826087,0.0536281179138322,2.2513227513227516,JAM MAKING SET PRINTED,SET OF 4 PANTRY JELLY MOULDS
35,22993,22961,0.11904761904761904,0.10952380952380952,0.06666666666666667,0.56,5.11304347826087,0.0536281179138322,2.0238095238095237,SET OF 4 PANTRY JELLY MOULDS,JAM MAKING SET PRINTED
36,22961,22619,0.10952380952380952,0.09523809523809523,0.06666666666666667,0.6086956521739131,6.391304347826088,0.05623582766439909,2.3121693121693125,JAM MAKING SET PRINTED,SET OF 6 SOLDIER SKITTLES
37,22619,22961,0.09523809523809523,0.10952380952380952,0.06666666666666667,0.7000000000000001,6.391304347826088,0.05623582766439909,2.968253968253969,SET OF 6 SOLDIER SKITTLES,JAM MAKING SET PRINTED
38,22993,22619,0.11904761904761904,0.09523809523809523,0.06666666666666667,0.56,5.880000000000001,0.055328798185941046,2.0562770562770565,SET OF 4 PANTRY JELLY MOULDS,SET OF 6 SOLDIER SKITTLES
39,22619,22993,0.09523809523809523,0.11904761904761904,0.06666666666666667,0.7000000000000001,5.880000000000001,0.055328798185941046,2.936507936507937,SET OF 6 SOLDIER SKITTLES,SET OF 4 PANTRY JELLY MOULDS
40,22619,22666,0.09523809523809523,0.12857142857142856,0.06190476190476191,0.65,5.055555555555556,0.04965986394557824,2.489795918367347,SET OF 6 SOLDIER SKITTLES,RECIPE BOX PANTRY YELLOW DESIGN
41,22666,22619,0.12857142857142856,0.09523809523809523,0.06190476190476191,0.48148148148148157,5.055555555555557,0.04965986394557824,1.744897959183674,RECIPE BOX PANTRY YELLOW DESIGN,SET OF 6 SOLDIER SKITTLES
42,22423,22619,0.15714285714285714,0.09523809523809523,0.06190476190476191,0.393939393939394,4.136363636363637,0.04693877551020408,1.492857142857143,REGENCY CAKESTAND 3 TIER,SET OF 6 SOLDIER SKITTLES
43,22619,22423,0.09523809523809523,0.15714285714285714,0.06190476190476191,0.65,4.136363636363637,0.04693877551020408,2.4081632653061225,SET OF 6 SOLDIER SKITTLES,REGENCY CAKESTAND 3 TIER
44,22619,22697,0.09523809523809523,0.10952380952380952,0.06190476190476191,0.65,5.934782608695652,0.051473922902494335,2.54421768707483,SET OF 6 SOLDIER SKITTLES,GREEN REGENCY TEACUP AND SAUCER
45,22697,22619,0.10952380952380952,0.09523809523809523,0.06190476190476191,0.5652173913043479,5.934782608695653,0.051473922902494335,2.080952380952381,GREEN REGENCY TEACUP AND SAUCER,SET OF 6 SOLDIER SKITTLES
46,22619,21212,0.09523809523809523,0.1523809523809524,0.06190476190476191,0.65,4.265625,0.04739229024943311,2.421768707482993,SET OF 6 SOLDIER SKITTLES,PACK OF 72 RETROSPOT CAKE CASES
